date,server,slug,item,side,price_min,price_max,price_weighted_mean,price_weighted_median,quantity_total,pct_10,pct_30,pct_50,pct_70,pct_90
2025-10-20,devaloka,potionfamilywardangryeartht5,Infused Angry Earth Ward Potion,sell,9.78,60.0,17.294468085106384,9.882666666666667,564,9.79,9.84063492063492,9.882666666666667,12.444,25.911176470588227
2025-10-20,devaloka,potionfamilywardbeastt5,Infused Beast Ward Potion,sell,12.76,34.0,24.45195084485407,21.264100000000003,651,12.773923076923076,13.1486,21.264100000000003,34.0,34.0
2025-10-20,devaloka,potionfamilywardcorruptedt5,Infused Corrupted Ward Potion,sell,5.79,66.61,9.665656565656564,6.4868421052631575,693,5.8,6.0,6.4868421052631575,7.162,7.77337037037037
2025-10-20,devaloka,potionfamilywardlostt5,Infused Lost Ward Potion,sell,20.27,120.0,29.441814024390247,21.0,656,20.29,21.0,21.0,23.9,31.247938144329897
2025-10-20,devaloka,potionfoolsightt5,Potion of Fool's Sight,sell,66.9,899.0,88.10852727272726,86.3078947368421,2200,67.97,70.9859,86.3078947368421,89.99,96.03105263157894
2025-10-20,devaloka,potiongritt5,Infused Grit Potion,sell,29.1,29.6,29.333866459627327,29.27,644,29.11555555555556,29.23164,29.27,29.3,29.58784
2025-10-20,devaloka,potionhealtht1,Weak Health Potion,sell,0.09,0.2,0.1406271186440678,0.14,590,0.09,0.098695652173913,0.14,0.18,0.1842
2025-10-20,devaloka,potionhealtht2,Common Health Potion,sell,0.04,67.0,1.8431786292498653,0.5,1853,0.1,0.18,0.5,0.90355,1.0
2025-10-20,devaloka,potionhealtht3,Strong Health Potion,sell,0.94,65.0,18.42255246089279,4.705000000000001,2621,0.96,1.5,4.705000000000001,29.537,65.0
2025-10-20,devaloka,potionhealtht4,Powerful Health Potion,sell,3.25,311.11,39.198313582497725,9.99,1097,3.25,3.25,9.99,13.0,28.15000000000001
2025-10-20,devaloka,potionhealtht5,Infused Health Potion,sell,0.14,311.11,1.9614465958775764,0.32,16010,0.19,0.2,0.32,0.78,0.97
2025-10-20,devaloka,potionlifestealt5,Infused Lifesteal Potion,sell,27.99,70.0,41.330390625,34.081818181818186,512,32.99514285714286,33.97503797468354,34.081818181818186,35.39090909090909,52.592000000000006
2025-10-20,devaloka,potionmanat1,Weak Mana Potion,sell,7.97,9.95,9.676217311233886,9.85,2715,9.62465,9.67895,9.85,9.85,9.8580625
2025-10-20,devaloka,potionmanat2,Common Mana Potion,sell,0.2,10.0,1.512706502636204,0.9044444444444444,569,0.23,0.65585,0.9044444444444444,0.92353,2.116785714285716
2025-10-20,devaloka,potionmanat3,Strong Mana Potion,sell,0.06,3.0,0.3444310344827586,0.0958163265306122,580,0.06,0.0707608695652173,0.0958163265306122,0.2433333333333333,0.475
2025-10-20,devaloka,potionmanat4,Powerful Mana Potion,sell,0.19,311.11,22.715940934065937,0.85,1456,0.19,0.84188,0.85,1.0,2.34
2025-10-20,devaloka,potionmanat5,Infused Mana Potion,sell,0.38,611.11,16.904315789473685,0.99,8455,0.48,0.5,0.99,1.65,11.98
2025-10-20,devaloka,potionregent1,Common Regeneration Potion,sell,0.01,10.0,0.195118912797282,0.04,1766,0.02,0.02,0.04,0.05,0.1993846153846154
2025-10-20,devaloka,potionregent2,Strong Regeneration Potion,sell,0.01,5.0,0.1690466212676794,0.03,1909,0.02,0.02,0.03,0.0919374999999999,0.18
2025-10-20,devaloka,potionregent3,Powerful Regeneration Potion,sell,0.05,511.11,11.122492080253432,0.2,4735,0.07,0.1337341772151898,0.2,0.46,0.79
2025-10-20,devaloka,potionregent4,Infused Regeneration Potion,sell,5.97,311.11,13.236841467111244,7.35,6598,5.99,6.87484,7.35,9.0,13.07
2025-10-20,devaloka,potionshieldt5,Infused Shield Potion,sell,85.0,500.0,190.58168316831683,93.285,303,88.0,89.043,93.285,200.0,499.9545
2025-10-20,devaloka,potters_drums_part1_page1,Potter's Sprint: Drums Sheet Music 1/1,sell,14.29,40.0,16.94590909090909,15.0,22,14.29,14.71,15.0,17.0,17.0
2025-10-20,devaloka,potters_guitar_part1_page1,Potter's Sprint: Guitar Sheet Music 1/1,sell,17.29,18.0,17.76,17.814999999999998,9,17.29,17.29,17.814999999999998,17.9915,18.0
2025-10-20,devaloka,potters_mandolin_part1_page1,Potter's Sprint: Mandolin Sheet Music 1/1,sell,64.0,95.0,67.0625,65.0,16,64.0,65.0,65.0,65.0,67.0
2025-10-20,devaloka,potters_urbass_part1_page1,Potter's Sprint: Upright Bass Sheet Music 1/1,sell,100.0,149.89,115.77565217391304,113.0,23,111.983,112.99475,113.0,113.0,117.9
2025-10-20,devaloka,poultryt1,Poultry,sell,0.12,25.0,0.5941135097493037,0.58,14360,0.58,0.58,0.58,0.5911468730902424,0.6438011815033612
2025-10-20,devaloka,poundhammer_drums_part1_page1,Nine-Pound Hammer: Drums Sheet Music 1/2,sell,50.0,249.99,116.66333333333334,50.0,3,50.0,50.0,50.0,69.999,189.993
2025-10-20,devaloka,poundhammer_drums_part1_page2,Nine-Pound Hammer: Drums Sheet Music 2/2,sell,3.0,98.0,35.330666666666666,49.99,30,3.0,4.99,49.99,55.0,57.0
2025-10-20,devaloka,poundhammer_guitar_part1_page1,Nine-Pound Hammer: Guitar Sheet Music 1/2,sell,77.0,94.0,80.08333333333333,78.0,12,77.2,78.0,78.0,78.0,86.0
2025-10-20,devaloka,poundhammer_guitar_part1_page2,Nine-Pound Hammer: Guitar Sheet Music 2/2,sell,39.99,47.0,40.87125,40.0,16,39.99,39.99,40.0,40.0,42.8
2025-10-20,devaloka,poundhammer_guitar_part2_page1,Nine-Pound Hammer: Second Guitar Sheet Music 1/2,sell,12.0,12.0,12.0,12.0,7,12.0,12.0,12.0,12.0,12.0
2025-10-20,devaloka,poundhammer_guitar_part2_page2,Nine-Pound Hammer: Second Guitar Sheet Music 2/2,sell,20.98,189.0,57.99136363636365,46.99,22,38.18,46.99,46.99,46.99133333333334,70.60000000000002
2025-10-20,devaloka,poundhammer_mandolin_part1_page1,Nine-Pound Hammer: Mandolin Sheet Music 1/2,sell,49.0,2000.0,266.22222222222223,49.5,9,49.0,49.0,49.5,50.0,245.0000000000012
2025-10-20,devaloka,poundhammer_mandolin_part1_page2,Nine-Pound Hammer: Mandolin Sheet Music 2/2,sell,3.0,10.0,7.907058823529413,7.99,17,4.05,7.99,7.99,7.999,10.0
2025-10-20,devaloka,precisionarmoringtoolst1,Precision Armoring Tools,sell,755.0,4898.89,1525.428695652174,843.5,23,771.297,800.0,843.5,898.1,3247.6500000000005
2025-10-20,devaloka,precisionengineeringtoolst1,Precision Engineering Tools,sell,179.0,600.91,279.38578947368416,199.995,19,179.9,199.91,199.995,300.0,404.9980000000001
